id|page|key|id_desc|en_desc
1132|user/profile|label-legal-doc-1|Dokumen legal|Legal documents
1133|user/profile|label-legal-doc-2|Untuk memperoses uji kelayakan, status pajak, faktur yang sesuai, atau layanan lain, kami harap Anda menyediakan dokumen legal di bawah ini|To process due diligence, tax status, compatible invoicing or us btn-inputing other value added services/partnership we need you to provide btn-inputus with the following legal documents
1134|user/profile|label-legal-doc-3|Semua dokumen terkait yang Anda berikan ke kami dirahasiakan dan dilindungi. Kami tidak akan memberitahukannya ke pihak ketiga manapun tanpa sepengetahuan Anda|Any related documents you provide us with are classified and protected. We won’t be communicating them to any third party without your consent
1135|user/profile|label-legal-doc-4|AKTA PERUSAHAAN|INCORPORATION CERTIFICATE
1136|user/profile|label-legal-doc-5|Masukkan nomor NIB|Enter NIB number
1137|user/profile|label-legal-doc-6|NPWP PERUSAHAAN|COMPANY NPWP
1138|user/profile|label-legal-doc-7|Masukkan NPWP perusahaan|Enter Company NPWP number
1139|user/profile|label-legal-doc-8|NPWP PENDIRI|FOUNDER NPWP
1140|user/profile|label-legal-doc-9|Masukkan NPWP pendiri|Enter Founder NPWP number
1141|user/profile|label-legal-doc-10|Masukkan NPWP|Enter NPWP number
1142|user/profile|label-legal-doc-11|IZIN TINGGAL (KHUSUS WNA)|STAY PERMIT (FOR FOREIGNER ONLY)
1143|user/profile|label-legal-doc-12|KARTU KELUARGA UNTUK WNI|KARTU KELUARGA FOR WNI
1144|user/profile|label-legal-doc-13|Keuangan|Financial
1145|user/profile|label-legal-doc-14|Dalam rangka memproses pengembalian dan atau penggantian deposti, mohon cantumkan rekening bank Anda|In order to process your deposit return and / or other reimbursements, please provide your bank account details
1146|user/profile|label-legal-doc-15|REKENING BANK ASING|FOREIGN BANK ACCOUNT
1147|user/profile|label-legal-doc-16|NAMA PEMEGANG REKENING|ACCOUNT HOLDER NAME
1148|user/profile|label-legal-doc-17|Masukkan nama pemegang rekening|Enter account holder name
1149|user/profile|label-legal-doc-18|BANK|BANKING ESTABLISHMENT
1150|user/profile|label-legal-doc-19|NOMOR REKENING BANK|BANK ACCOUNT NUMBER
1151|user/profile|label-legal-doc-20|Masukkan nomor rekening bank|Enter bank account number
1152|user/profile|label-legal-doc-21|NAMA PEMEGANG REKENING|ACCOUNT HOLDER NAME
1153|user/profile|label-legal-doc-22|Masukkan nama pemegang rekening|Enter account holder name
1154|user/profile|label-legal-doc-23|MATA UANG|CURRENCY
1155|user/profile|label-legal-doc-24|NEGARA ASAL BANK|BANK COUNTRY
1156|user/profile|label-legal-doc-25|KOTA ASAL BANK|BANK CITY
1157|user/profile|label-legal-doc-26|Masukkan kota asal bank|Enter bank city
1158|user/profile|label-legal-doc-27|Maksimal 35 angka IBAN, contoh|Max 35 digit IBAN, example
1159|user/profile|label-legal-doc-28|Masukkan IBAN|Enter IBAN
1160|user/profile|label-legal-doc-29|NAMA PENERIMA|BENEFICIARY NAME
1161|user/profile|label-legal-doc-30|Masukkan nama penerima|Enter beneficiary name
1162|user/profile|label-legal-doc-31|Kode SWIFT bank|BANK SWIFT CODE
1163|user/profile|label-legal-doc-32|Masukkan kode SWIFT bank|Enter bank SWIFT code
1164|user/profile|label-legal-doc-33|NAMA BANK|BANK NAME
1165|user/profile|label-legal-doc-34|Masukkan nama bank|Enter bank name
1166|user/profile|label-legal-doc-35|Detail perusahaan|Company details
1167|user/profile|label-legal-doc-36|Untuk proses kontrak yang lebih baik & sarana untuk memfasilitasi, mohon cantumkan detail perusahaan|In order to better process contracts and facilitate communications, please provide your company details
1168|user/profile|label-legal-doc-37|Nama perusahaan|Company name
1169|user/profile|label-legal-doc-38|Masukkan alamat jalan|Enter the street address
1170|user/profile|label-legal-doc-39|Masukkan nomor alamat|Enter address number
1171|user/profile|label-legal-doc-40|Masukkan detail (e.g Blok, Unit)|Enter details (e.g. Block, Building unit)
1172|user/profile|label-legal-doc-41|Masukkan kota/kabupaten|Enter city
1173|user/profile|label-legal-doc-42|Masukkan distrik/kecamatan|Enter district
1174|user/profile|label-legal-doc-43|Masukkan kode pos|Enter post code
1175|user/profile|label-legal-doc-44|Nomor telepon kantor|Office phone number
1176|user/profile|label-setting-user-1|Keamanan & Log In|Security & Log in
1177|user/profile|label-setting-user-2|Ubah password|Change password
1178|user/profile|label-setting-user-3|Password Anda berhasil diganti|Your password has been successfully changed
1179|user/profile|label-setting-user-4|PASSWORD LAMA|OLD PASSWORD
1180|user/profile|label-setting-user-5|Password lama|Old password
1181|user/profile|label-setting-user-6|Ups! Anda memasukkan password yang salah|Oops! You have inputted the wrong password
1182|user/profile|label-setting-user-7|Lupa password|Forgot password
1183|user/profile|label-setting-user-8|PASSWORD BARU|NEW PASSWORD
1184|user/profile|label-setting-user-9|Password Anda sepanjang minimal 6 karakter dengan kombisasi angka dan huruf|Your password should be at least six characters long with combination of numbers and letters
1185|user/profile|label-setting-user-10|Password baru|New password
1186|user/profile|label-setting-user-11|KONFIRMASI PASSWORD BARU|CONFIRM NEW PASSWORD
1187|user/profile|label-setting-user-12|Konfirmasi password baru|Confirm new password
1188|user/profile|label-setting-user-13|Ups! Password baru Anda tidak cocok. Silakan ulangi|Oops! Your new password don’t match. Please try again
1189|user/profile|label-setting-user-14|Ubah password|Change password
1190|user/profile|label-setting-user-15|Notifikasi|Notifications
1191|user/profile|label-setting-user-16|TERIMA NOTIFIKASI PADA|RECEIVE NOTIFICATIONS ON
1192|user/profile|label-setting-user-17|SAYA BERLANGGANAN KE|SUBSCRIBE ME TO
1193|user/profile|label-setting-user-18|Buletin Sewagi|Sewagi Newsletter
1194|user/profile|label-setting-user-19|Akun tertaut|Linked Accounts
1195|user/profile|label-setting-user-20|HAPUS AKUN|DELETE ACCOUNT
1196|user/profile|label-setting-user-21|Anda perlu memilih paling tidak satu pilihan|You need to enable at least one option
1197|user/profile|label-setting-user-22|MENGERTI|GOT IT
1198|user/profile|label-setting-user-23|Lupa password|Forgot your password
1199|user/profile|label-setting-user-24|Jangan khawatir, beritahu kami dengan apa Anda akan menyetel ulang password|Don't worry. Tell us how you want to reset your password
1200|user/profile|label-setting-user-25|VIA NOMOR TELEPON|VIA REGISTERED PHONE
1201|user/profile|label-setting-user-26|VIA EMAIL|VIA REGISTERED EMAIL
1202|user/profile|label-setting-user-27|SMS terkirim!|SMS sent!
1203|user/profile|label-setting-user-28|Kami mengirim SMS ke|We sent a text to
1204|user/profile|label-setting-user-29|dengan sebuah link untuk mengatur ulang password|with a link to reset your password
1205|user/profile|label-setting-user-30|Email terkirim!|Email sent!
1206|user/profile|label-setting-user-31|Kami mengirim email ke|We sent an email to
1207|user/profile|label-setting-user-32|dengan sebuah link untuk mengatur ulang password|with a link to reset your password
1208|user/profile|label-setting-user-33|Anda tidak bisa menghapus akun Anda karena seseorang tinggal di properti Anda|You can’t delete your account because someone is living in one of your listed properties
1209|user/profile|label-setting-user-34|Menghapus akun akan membatalkan seluruh jadwal kunjungan, negosiasi yang berlangsung, dan seluruh iklan properti Anda. Anda yakin untuk melanjutkan?|Deleting your account will cancel any scheduled tours / ongoing negotiations and delete all of your property listings. Are you sure you want to proceed?
1210|user/profile|label-setting-user-35|Terimakasih telah menggunakan Sewagi untuk kebutuhan properti Anda, semoga bisa bertemu lagi dalam waktu dekat. Mungkin Anda ingin mengirimi kami|We thank you for using Sewagi for your property needs, we hope to see you again in the near future. Perhaps you might want to drop us a
1211|user/profile|label-setting-user-36|supaya layanan kami lebih baik untuk Anda dan konsumen lain kami nantinya|in order to better our services for you and our future customers
1212|user/profile|label-setting-user-37|Jangan khawatir, semua data pribadi tidak akan dibagi kepada pihak ketiga manapun tanpa sepengetahuan Anda|Don’t worry, all of your personal data will not be shared to any third party without your consent
1213|user/profile|label-setting-user-38|untuk menghapus secara permanen|to request deleting them permanently
1214|user/dashboard|label-1|Sewa saya – aktivitas yang berlangsung|My rent - Ongoing activities
1215|user/dashboard|label-2|Lihat semua aktifitas yang berlangsung|See all ongoing activities
1216|user/dashboard|label-3|SELURUH APARTEMEN|ENTIRE APARTMENT
1217|user/dashboard|label-4|KUNJUNGAN LAPANGAN|ONSITE TOUR
1218|user/dashboard|label-5|PENGIKLAN PROPERTI|PROPERTY LISTER
1219|user/dashboard|label-6|TANGGAL KUNJUNGAN|VISIT DATE
1220|user/dashboard|label-7|Menunggu konfirmasi|Awaiting confirmation
1221|user/dashboard|label-8|Favorit saya|My favourites
1222|user/dashboard|label-9|Lihat semua favorit saya|See all my favourites
1223|user/dashboard|label-10|Properti yang baru dilihat|Recently viewed property
1224|user/dashboard|label-11|Lihat semua properti yang baru dilihat|See all recently viewed
1225|user/dashboard|label-12|Di dekat saya|Near me / Geolocation
1226|user/dashboard|label-13|Lihat semua di dekat saya|See all near me
1227|user/dashboard|label-14|Jadwalkan ulang kunjungan|Reschedule tour
1228|user/dashboard|label-15|GANTI TANGGAL & JAM|CHANGE YOUR DATE & TIME
1229|user/dashboard|label-16|JADWALKAN ULANG|RESCHEDULE
1230|user/dashboard|link-previous|SEBELUMNYA|PREVIOUS
1231|user/dashboard|link-next|SELANJUTNYA|NEXT
