id|page|key|id_desc|en_desc
814|user/profile|button-1-10|Tambahkan bahasa|Add Language
815|user/profile|button-1-11|Tambahkan kontak|Add Contact
816|_partials/master_solid_nosearch|label-1|Apa Anda yakin ingin meninggalkan halaman ini?|Are you sure you want to leave this page?
817|_partials/master_solid_nosearch|label-2|Anda mungkin akan kehilangan semua informasi yang dimasukkan.|You might lose all inputted information.
818|_partials/master_solid_nosearch|label-3|Ya|Yes
819|_partials/master_solid_nosearch|label-4|Simpan sebagai draft|Save As Draft
820|_partials/navbar_list_property|label-1|Informasi properti dasar|Basic property information
821|_partials/navbar_list_property|label-2|Beritahu kami detailnya|Tell us the details
822|_partials/navbar_list_property|label-3|Pilihan pembayaran|Payment preferences
823|_partials/navbar_list_property|label-4|Tinjau & Kirim|Review & Submit
824|_partials/navbar_list_property|label-5|Simpan sebagai draft|Save As Draft
825|_partials/sidebar_list_property|label-1|TIPE & KONDISI RUMAH|ESTATE TYPE & LIVING CONDITION
826|_partials/sidebar_list_property|label-2|KAMAR TIDUR & KAMAR MANDI|BEDROOM & BATHROOM
827|_partials/sidebar_list_property|label-3|LOKASI|LOCATION
828|_partials/sidebar_list_property|label-4|DESKRIPSI & ATURAN RUMAH|DESCRIPTION & HOUSE RULES
829|_partials/sidebar_list_property|label-5|KELENGKAPAN & FASILITAS|AMENITIES & FACILITIES
830|_partials/sidebar_list_property|label-6|GAMBAR|PHOTOS
831|_partials/sidebar_list_property|label-7|DETAIL KEABSAHAN|LEGAL DETAILS
832|_partials/sidebar_list_property|label-8|PILIHAN PEMBAYARAN UNTUK TINGGAL SENDIRI|PAYMENT PREFERENCE FOR ENTIRE SPACE
833|_partials/sidebar_list_property|label-9|PILIHAN PEMBAYARAN UNTUK HUNIAN BERSAMA|PAYMENT PREFERENCE FOR CO-LIVING
834|add-property/form-1|label-1|Apa tipe tempat tinggal?|What is the estate type?
835|add-property/form-1|label-2|Pilih jenis tempat tinggal|Select estate type
836|add-property/form-1|label-3|UKURAN UNIT|UNIT SIZE
837|add-property/form-1|label-4|Apa kondisi ideal tempat tinggal?|What is the ideal living condition?
838|add-property/form-1|label-5|Anda dapat memilih lebih dari satu|You can choose more than one.
839|add-property/form-1|label-co-1|Hunian Bersama|Co-Living
840|add-property/form-1|label-co-2|Anda menerima beberapa penyewa menyewa kamar-kamar dan berbagi area umum. Opsi ini juga berguna untuk mencari kawan serumah untuk properti Anda.|You accept multiple renters leasing your property bedrooms and sharing the common areas. This option is also useful when seeking a housemate for your property
841|add-property/form-1|label-co-3|Dengan memilih hunian bersama, Anda setuju untuk menyewakan properti Anda dengan berbasis ruang, untuk selanjutnya disebut penyewaan progresif.|By selecting co-living, you agree to rent your property on room by room basis, forgoing leasing all bedrooms at once. We call this progressive leasing.
842|add-property/form-1|label-co-4|Terhubung dengan kami untuk info lebih lanjut.|Connect with us for more info.
843|add-property/form-1|label-entire-1|Tinggal Sendiri|Entire Space
844|add-property/form-1|label-entire-2|Sewakan properti hanya ke satu penyewa|Classic practice of leasing your property to one renter.
845|add-property/form-1|label-entire-3|Penyewa berhak menyewa keseluruhan properti untuk dirinya.|He is entitled to renting your entire property space for him or herself.
846|add-property/form-1|label-type-1|Kami akan mempublikasikan properti Anda sebagai hunian bersama atau tempat tinggal sendiri, memberi Anda kesempatan untuk lebih cepat menyewakan.|We will publish your property as co-living friendly and as an entire space. Giving you more opportunities to lease faster.
847|add-property/form-1|label-type-2|Dalam kasus dimana properti Anda disewa sebagai hunian bersama, Anda setuju untuk tidak menyewakan properti untuk ditempati sendiri selama kontrak hunian bersama berjalan.|In the case where your property is rented-out as a co-living, you agree to forfeit entire space leasing for the duration of the contracted length of stay.
848|add-property/form-1|label-type-3|Aturan penggunaan|Terms Of Use
849|add-property/form-1|label-next|Selanjutnya|Next
850|add-property/form-2|label-1|Isi kamar|Bedrooms inventory
851|add-property/form-2|label-2|TAMBAHKAN KAMAR BARU|ADD NEW BEDROOM
852|add-property/form-2|label-3|Berapa kamar mandi?|How many bathrooms are there?
853|add-property/form-2|label-4|Total kamar mandi|Total bathroom
854|add-property/form-2|label-5|Total kamar terdaftar|Total listed bedrooms
855|add-property/form-2|label-previous|Sebelumnya|Previous
856|add-property/form-2|label-next|Selanjutnya|Next
857|add-property/form-2|label-bedroom-inv-1|Tipe kamar|Bedroom type
858|add-property/form-2|label-bedroom-inv-1-1|Kamar yang memiliki paling banyak kelengkapan, biasanya kamar terbesar di rumah.|Bedroom containing the most amenities, typically the largest in your property
859|add-property/form-2|label-bedroom-inv-1-2|Kamar yang lebih kecil dari kamar utama, dengan kelengkapan lebih sedikin|Bedroom smaller in size than your master bedroom, with less amenities
860|add-property/form-2|label-bedroom-inv-1-3|Kamar yang cocok untuk budget terbatas, dengan kelengkapan yang lebih sedikit|Bedroom fit for the budget conscious renter, typically smaller in size than your standard bedroom, with fewer amenities
861|add-property/form-2|label-bedroom-inv-1-4|Kamar utama|Master Bedroom
862|add-property/form-2|label-bedroom-inv-1-5|Kamar standard|Standard Bedroom
863|add-property/form-2|label-bedroom-inv-1-6|Kamar sederhana|Pocket Bedroom
864|add-property/form-2|label-bedroom-inv-2|Ukuran Kamar|Bedroom Size
865|add-property/form-2|label-bedroom-inv-3|Jumlah kamar|Bedroom quantity
866|add-property/form-2|label-bedroom-inv-4|Penomoran Kamar|Room Numbering
867|add-property/form-2|label-bedroom-inv-5|Penataan furnitur kamar|Bedroom furniture arrangement
868|add-property/form-2|label-bedroom-inv-5-1|Perabot lengkap|Furnished
869|add-property/form-2|label-bedroom-inv-5-2|Semi berperabot|Semi Furnished
870|add-property/form-2|label-bedroom-inv-5-3|Tanpa perabot|Unfurnished
871|add-property/form-2|label-bedroom-inv-6|Penataan kamar|Bed arrangement
872|add-property/form-2|label-bedroom-inv-6-1|Tempat tidur 2 orang|Twin Bed
873|add-property/form-2|label-bedroom-inv-6-2|Tempat tidur single|Single Size Bed
874|add-property/form-2|label-bedroom-inv-6-3|Tempat tidur ukuran Queen|Queen Size Bed
875|add-property/form-2|label-bedroom-inv-6-4|Tempat tidur ukuran King|King Size Bed
876|add-property/form-2|label-bedroom-inv-7|Layout kamar|Bedroom Layout
877|add-property/form-2|label-bedroom-inv-8|Kelengkapan kamar|Bedroom Amenities
878|add-property/form-2|label-modal-numbering-1|Mohon masukkan nama/nomor kamar Anda.|Please input your bedrooms Number / Name.
879|add-property/form-2|label-modal-numbering-2|Selesai|Done
880|add-property/form-2|label-not-available|Tidak Tersedia|Not Available
881|add-property/form-2|label-modal-decrease-1|Apa anda yakin akan mengurangi kuantitas kamar?|Are you sure want to decrease the bedroom quantity ?
882|add-property/form-2|label-modal-decrease-2|jika Anda mengurangi, hal ini akan memperbarui nomor/nama kamar|if you decrease, it will update bedrooms Number/Name.
883|add-property/form-2|label-modal-decrease-3|YA|YES
884|add-property/form-2|label-modal-decrease-4|TIDAK|NO
885|add-property/form-2|label-modal-increase-1|Dengan menambah kuantitas kamar, Anda harus|By increasing the bedroom quantity you will need to
886|add-property/form-2|label-modal-increase-2|memperbarui nomor/nama kamar|update the bedrooms Number/Name.
887|add-property/form-2|label-modal-increase-3|MENGERTI|GOT IT
888|add-property/form-2|label-modal-availability-1|Dengan memilih OFF, Anda akan mengatur ulang jumlah|Toggling OFF the bedroom, will readjust the number of
889|add-property/form-2|label-modal-availability-2|kamar yang tersedia untuk mencocokan dengan jenis kamar dan|available bedroom for the corresponding bedroom type, and
890|add-property/form-2|label-modal-availability-3|tidak akan mempublikasikan kamar tersebut.|won't be publish it.
891|add-property/form-2|label-modal-availability-4|Setelah itu Anda akan bisa memilih ON di|Later, you will be able to toggle ON the bedroom in your
892|add-property/form-2|label-modal-availability-5|dashboard Anda untuk mempublikasikan kamar tersebut agar bisa disewa.|dashboard, in order to publish and make it available for rent
893|add-property/form-2|label-modal-availability-6|MENGERTI|GOT IT
894|add-property/form-3|label-1|Dimana lokasinya?|Where is the location?
895|add-property/form-3|label-2|Alamat lengkap Anda hanya akan diberikan kepada penyewa yang tertarik berkunjung atau memesan.|Your exact address will only be shared with prospective renters engaged in a tour or booking request
896|add-property/form-3|placeholder-1|Masukkan nomor properti|Enter property number
897|add-property/form-3|placeholder-2|Masukkan detail properti|Enter property details
898|add-property/form-3|placeholder-3|Masukkan kota|Enter city
899|add-property/form-3|placeholder-4|Masukkan distrik/kecamatan|Enter district
900|add-property/form-3|placeholder-5|Masukkan desa/kelurahan|Enter village
901|add-property/form-3|placeholder-6|Masukkan provinsi|Enter province
902|add-property/form-3|placeholder-7|Masukkan kode pos|Enter post code
903|add-property/form-3|label-3|Apakah pin-nya menunjuk lokasi yang benar?|Is the pin in the right location?
904|add-property/form-3|label-4|Pin perlu diarahkan ke posisi yang benar. Klik tombol “ATUR” untuk mengarahkan pin ke lokasi properti yang benar.|The pin need to be precisely pointed to the location of your property. Press the adjust button to correct the pin point’s location.
905|add-property/form-3|label-5|ATUR|ADJUST
906|add-property/form-3|label-previous|Sebelumnya|Previous
907|add-property/form-3|label-next|Selanjutnya|Next
908|add-property/form-4|label-1|Beri judul yang mendeskripsikan properti Anda|Give a title describing your property
909|add-property/form-4|label-2|Cantumkan lebih banyak detail mengenai properti Anda|Give more details to better describe your property
910|add-property/form-4|label-3|Pilih desain yang paling mendeskripsikan properti Anda|Select design preferences best describing your property
911|add-property/form-4|label-4|Anda boleh memilih sampai 2 opsi|You may select up to 2 styles
912|add-property/form-4|label-5|Pilih jenis lahan properti Anda|Select your property land area type
913|add-property/form-4|label-6|Pilih penataan properti|Select your property arrangement
914|add-property/form-4|label-7|Properti Anda ada di lantai berapa?|On which floor is your property?
915|add-property/form-4|label-8|Ada aturan di properti Anda?|Do you have any property rules?
916|add-property/form-4|label-9|Boleh membawa hewan peliharaan|Pet Friendly
917|add-property/form-4|label-previous|Sebelumnya|Previous
918|add-property/form-4|label-next|Selanjutnya|Next
919|add-property/form-5|label-1|Bagaimana penataan perabotan Anda?|What is your property furniture arrangement?
920|add-property/form-5|label-2|Kelengkapan apa yang Anda sediakan?|What amenities do you provide?
921|add-property/form-5|label-3|Tambahkan|Add
922|add-property/form-5|label-4|Fasilitas apa saja yang tersedia|What are the available facilities?
923|add-property/form-5|label-previous|Sebelumnya|Previous
924|add-property/form-5|label-next|Selanjutnya|Next
925|add-property/form-6|label-1|Bagaimana kalau mengunggah beberapa foto?|How about uploading some photos?
926|add-property/form-6|label-2|Unggah sampai 6 foto per kategori|Upload up to 6 photos per category
927|add-property/form-6|label-3|Eksterior bangunan|Building exterior
928|add-property/form-6|label-4|Ruang keluarga|Living room
929|add-property/form-6|label-5|Dapur|Kitchen
930|add-property/form-6|label-6|Kamar mandi|Bathroom
931|add-property/form-6|label-7|Berkas PDF|PDF File
932|add-property/form-6|label-8|Tambahkan lebih banyak kategori|Add More Category
933|add-property/form-6|label-9|Tambahkan foto|Add Photos
934|add-property/form-6|label-10|Tambahkan berkas|Add File
935|add-property/form-6|label-11|Gambar kecil & Sorotan|Thumbnail & Highlights
936|add-property/form-6|label-12|KATEGORI|CATEGORY
937|add-property/form-6|label-13|Tambahkan dokumen|Add Document
938|add-property/form-6|label-14|Jatuhkan berkas disini untuk mengunggah|Drop files here to upload
939|add-property/form-6|label-15|Foto terunggah|Photos Uploaded
940|add-property/form-6|label-16|Templat|Template
941|add-property/form-6|label-previous|Sebelumnya|Previous
942|add-property/form-6|label-next|Selanjutnya|Next
943|add-property/form-7|label-1|Kepemilikan Properti|Property Ownership
944|add-property/form-7|label-2|Untuk proses penandatanganan kontrak yang lebih transparan dan cepat, mohon sertakan detail resmi properti Anda. Jangan khawatir, kami tidak akan membaginya dengan siapapun.|For more transparency and faster contract signing process, please provide us with your property's legal details. Don't worry, we won't share them with anyone.
945|add-property/form-7|label-3|Properti ini atas nama siapa?|To whom does this property belong?
946|add-property/form-7|label-4|Properti ini atas nama saya|This property is under my name
947|add-property/form-7|label-5|Saya punya kuasa resmi atas properti ini|I have legal rights to represent this property
948|add-property/form-7|label-6|Saya punya hak menyewakan kamar di dalam properti ini|I have rights to sublease bedrooms inside this property
949|add-property/form-7|label-7|Sertakan dokumen yang menyatakan bahwa Anda punya hak secara legal untuk memasarkan properti ini|Provide a document naming you as the rightful appointee to legally market this property
950|add-property/form-7|label-8|Tambahkan berkas|Add File
951|add-property/form-7|label-9|Apakah properti ini diasuransikan?|Is the property insured?
952|add-property/form-7|label-10|Dokumen asuransi properti|Property Insurance Document
953|add-property/form-7|label-11|Kami menyarankan dengan sangat untuk mengasuransikan properti Anda untuk menghindari hal-hal yang tidak diinginkan seperti kerusakan, kecelakaan, pencurian yang dapat mengganggu pemasaran properti Anda.|We strongly suggest that you insure the property in order to avoid unexpected events (i.e damages, accidents, theft) hindering you from marketing or leasing the property effectively.
954|add-property/form-7|label-12|Dalam rangka perhitungan asuransi properti Anda, mohon sertakan beberapa detail|In order to process the insurance quotation for your property, please provide us the following detail?
955|add-property/form-7|label-13|Masukkan perkiraan harga properti|Input your estimated property price
956|add-property/form-7|label-14|Asuransikan properti saya sekarang|Insure my property now
957|add-property/form-7|label-15|Bagaimana properti ini akan disewakan?|How will this property be leased?
958|add-property/form-7|label-16|Disewakan atas nama saya pribadi|Leased under private ownership
959|add-property/form-7|label-17|Disewakan atas nama perusahaan|Leased under enterprise ownership
960|add-property/form-7|label-18|Akta kepemilikan properti|Property ownership certificate
961|add-property/form-7|label-idr|RP|IDR
962|add-property/form-7|label-previous|Sebelumnya|Previous
963|add-property/form-7|label-next|Selanjutnya|Next
964|add-property/form-8|label-1|Siapkan pilihan pembayaran|Set up your preferred payment options
965|add-property/form-8|label-2|Seluruh|Entire
966|add-property/form-8|label-3|LAMA TINGGAL|LENGTH OF STAY
967|add-property/form-8|label-4|Simpan|Save
968|add-property/form-8|label-5|Sunting|Edit
969|add-property/form-8|label-6|tahun|year
970|add-property/form-8|label-7|bulan|months
971|add-property/form-8|label-8|ATURAN PEMBAYARAN|PAYMENT TERMS
972|add-property/form-8|label-9|Pilih semua|Select all
973|add-property/form-8|label-10|Harga di bawah ini sudah harus termasuk PAJAK|The following rates must include TAX
974|add-property/form-8|label-11|Dibayar sekali|Paid once
975|add-property/form-8|label-12|RP|IDR
976|add-property/form-8|label-13|Masukkan harga|Input your rate
977|add-property/form-8|label-14|Saya bersedia tawar-menawar dengan penyewa|I'm open to negotiate my rate with the prospective renter
978|add-property/form-8|label-15|Dibayar dua kali|Paid twice
979|add-property/form-8|label-16|Dibayar triwulanan|Paid quarterly
980|add-property/form-8|label-17|Dibayar bulanan|Paid monthly
981|add-property/form-8|label-18|TAMBAHKAN DURASI TINGGAL|ADD MORE LENGTH OF STAY
982|add-property/form-8|label-19|APAKAH HARGA DI ATAS SUDAH TERMASUK TAGIHAN BULANAN?|DO MY RATES ABOVE INCLUDE THE FOLLOWING MONTHLY CHARGES?
983|add-property/form-8|label-20|TAGIHAN LAYANAN LINGKUNGAN|RESIDENCE SERVICE CHARGE FEE
984|add-property/form-8|label-21|Saya ingin agar tagihan layanan bulanan dibayar oleh penyewa|I would rather have the residence service charge fee paid by my renter?
985|add-property/form-8|label-22|Pernyataan|Disclaimer
986|add-property/form-8|label-23|Pengiklan properti bertanggungjawab penuh atas pernyataan pajak dan pembayaran|Property lister is responsible for all tax declaration and payment
987|add-property/form-8|label-24|Sewagi tidak bertanggungjawab untuk pernyataan non-pajak dan pembayaran yang berasal dari properti yang diiklankan di platform kami|Sewagi cannot be held responsible for non tax declaration and payment emanating from properties perceiving revenue and listed on our platform
988|add-property/form-8|label-25|Informasi lebih lanjut|More information
989|add-property/form-8|label-26|Masukkan nilai pajak atau 0 jika nihil|Input value or 0 if none
990|add-property/form-8|label-previous|Sebelumnya|Previous
991|add-property/form-8|label-send|TINJAU DAN KIRIM IKLAN SAYA|REVIEW & SUBMIT MY LISTING
992|add-property/form-8|label-next|Selanjutnya|Next
993|property/create|label-1|Siapkan pilihan pembayaran|Set up your preferred payment options
994|property/create|label-2|Seluruh|Entire
995|property/create|label-3|LAMA TINGGAL|LENGTH OF STAY
996|property/create|label-4|Simpan|Save
997|property/create|label-5|Sunting|Edit
998|property/create|label-6|tahun|year
999|property/create|label-7|bulan|months
1000|property/create|label-8|ATURAN PEMBAYARAN|PAYMENT TERMS
1001|property/create|label-9|Pilih semua|Select all
1002|property/create|label-10|Harga di bawah ini sudah harus termasuk PAJAK|The following rates must include TAX
1003|property/create|label-11|Dibayar sekali|Paid once
1004|property/create|label-12|RP|IDR
1005|property/create|label-13|Masukkan harga|Input your rate
1006|property/create|label-14|Saya bersedia tawar-menawar dengan penyewa|I'm open to negotiate my rate with the prospective renter
1007|property/create|label-15|Dibayar dua kali|Paid twice
1008|property/create|label-16|Dibayar triwulanan|Paid quarterly
1009|property/create|label-17|Dibayar bulanan|Paid monthly
1010|property/create|label-18|TAMBAHKAN DURASI TINGGAL|ADD MORE LENGTH OF STAY
1011|property/create|label-19|APAKAH HARGA DI ATAS SUDAH TERMASUK TAGIHAN BULANAN?|DO MY RATES ABOVE INCLUDE THE FOLLOWING MONTHLY CHARGES?
1012|property/create|label-20|TAGIHAN LAYANAN LINGKUNGAN|RESIDENCE SERVICE CHARGE FEE
1013|property/create|label-21|Saya ingin agar tagihan layanan bulanan dibayar oleh penyewa|I would rather have the residence service charge fee paid by my renter?
1014|property/create|label-22|Pernyataan|Disclaimer
1015|property/create|label-23|Pengiklan properti bertanggungjawab penuh atas pernyataan pajak dan pembayaran|Property lister is responsible for all tax declaration and payment
1016|property/create|label-24|Sewagi tidak bertanggungjawab untuk pernyataan non-pajak dan pembayaran yang berasal dari properti yang diiklankan di platform kami|Sewagi cannot be held responsible for non tax declaration and payment emanating from properties perceiving revenue and listed on our platform
1017|property/create|label-25|Informasi lebih lanjut|More information
1018|property/create|label-26|Masukkan nilai pajak atau 0 jika nihil|Input value or 0 if none
1019|property/create|label-27|Masukkan opsi pembayaran|Set up your preferred payment options
1020|property/create|label-previous|Sebelumnya|Previous
1021|property/create|label-next|Selanjutnya|Next
1022|property/create|label-submit|Kirim|Submit
1023|add-property/form-9|label-1|Siapkan pilihan pembayaran|Set up your preferred payment options
1024|add-property/form-9|label-2|Seluruh|Entire
1025|add-property/form-9|label-3|LAMA TINGGAL|LENGTH OF STAY
1026|add-property/form-9|label-4|Simpan|Save
1027|add-property/form-9|label-5|Sunting|Edit
1028|add-property/form-9|label-6|tahun|year
1029|add-property/form-9|label-7|bulan|months
1030|add-property/form-9|label-8|ATURAN PEMBAYARAN|PAYMENT TERMS
1031|add-property/form-9|label-9|Pilih semua|Select all
1032|add-property/form-9|label-10|Harga di bawah ini sudah harus termasuk PAJAK|The following rates must include TAX
1033|add-property/form-9|label-11|Dibayar sekali|Paid once
1034|add-property/form-9|label-12|RP|IDR
1035|add-property/form-9|label-13|Masukkan harga|Input your rate
1036|add-property/form-9|label-14|Saya bersedia tawar-menawar dengan penyewa|I'm open to negotiate my rate with the prospective renter
1037|add-property/form-9|label-15|Dibayar dua kali|Paid twice
1038|add-property/form-9|label-16|Dibayar triwulanan|Paid quarterly
1039|add-property/form-9|label-17|Dibayar bulanan|Paid monthly
1040|add-property/form-9|label-18|TAMBAHKAN DURASI TINGGAL|ADD MORE LENGTH OF STAY
1041|add-property/form-9|label-19|APAKAH HARGA DI ATAS SUDAH TERMASUK TAGIHAN BULANAN?|DO MY RATES ABOVE INCLUDE THE FOLLOWING MONTHLY CHARGES?
1042|add-property/form-9|label-20|TAGIHAN LAYANAN LINGKUNGAN|RESIDENCE SERVICE CHARGE FEE
1043|add-property/form-9|label-21|Saya ingin agar tagihan layanan bulanan dibayar oleh penyewa|I would rather have the residence service charge fee paid by my renter?
1044|add-property/form-9|label-22|Pernyataan|Disclaimer
1045|add-property/form-9|label-23|Pengiklan properti bertanggungjawab penuh atas pernyataan pajak dan pembayaran|Property lister is responsible for all tax declaration and payment
1046|add-property/form-9|label-24|Sewagi tidak bertanggungjawab untuk pernyataan non-pajak dan pembayaran yang berasal dari properti yang diiklankan di platform kami|Sewagi cannot be held responsible for non tax declaration and payment emanating from properties perceiving revenue and listed on our platform
1047|add-property/form-9|label-25|Informasi lebih lanjut|More information
1048|add-property/form-9|label-26|Masukkan nilai pajak atau 0 jika nihil|Input value or 0 if none
1049|add-property/form-9|label-27|Pembayaran bulanan membantu Anda lebih cepat menyewakan kamar Anda.|Monthly payments help you lease your bedrooms faster
1050|add-property/form-9|label-28|Jangan pasang harga terlalu mahal hanya karena sewanya bulanan.|Don’t overprice them just because it’s on monthly terms
1051|add-property/form-9|label-previous|Sebelumnya|Previous
1052|add-property/form-9|label-next|Selanjutnya|Next
1053|add-property/form-10|label-edit|Sunting|Edit
1054|add-property/form-10|label-1|Mari mereview iklan Anda|Let's review your listing
1055|add-property/form-10|label-2|LIHAT MAKET IKLAN|VIEW LISTING MOCKUP
1056|add-property/form-10|label-3|LANGKAH 1|STEP 1
1057|add-property/form-10|label-4|Informasi dasar properti|Basic property information
1058|add-property/form-10|label-5|Tipe & kondisi rumah|Property type & living condition
1059|add-property/form-10|label-6|Kamar & kamar mandi|Bedroom & bathroom
1060|add-property/form-10|label-7|Lokasi|Location
1061|add-property/form-10|label-8|LANGKAH 2|STEP 2
1062|add-property/form-10|label-9|Beritahu kami detailnya|Tell us the details
1063|add-property/form-10|label-10|Deskripsi & aturan rumah|Description & house rules
1064|add-property/form-10|label-11|Kelengkapan & fasilitas|Amenities & facilities
1065|add-property/form-10|label-12|Foto|Photos
1066|add-property/form-10|label-13|Detail keabsahan|Legal details
1067|add-property/form-10|label-14|LANGKAH 3|STEP 3
1068|add-property/form-10|label-15|Pilihan pembayaran|Payment preference
1069|add-property/form-10|label-16|Pilihan pembayaran untuk hunian bersama|Payment preference for co-living
1070|add-property/form-10|label-17|Pilihan pembayaran untuk tinggal sendiri|Payment preference for entire space
1071|add-property/form-10|label-18|Dokumen resmi|Legal documents
1072|add-property/form-10|label-19|Anda bisa melewati langkah ini sekarang, namun Anda harus mengunggah dokumen resmi saat Anda menandatangani kesepakatan dengan penyewa|You may skip uploading the required document for now. However, you will need to upload them when signing the lease contract with the renter
1073|add-property/form-10|label-20|Unggah sekarang|Upload now
1074|add-property/form-10|label-21|Sertifikat/Akta Kepemilikan|Property ownership certificate
1075|add-property/form-10|label-22|Dokumen asuransi properti|Property Insurance Document
1076|add-property/form-10|label-23|Dengan mengirim ke Sewagi, saya memahami hal-hal berikut|By submitting my listing to Sewagi, I understand and agree to honor the following
1077|add-property/form-10|label-24|Ketentuan Umum Kemitraan|General Terms of Partnership
1078|add-property/form-10|label-25|dan mematuhi platform Sewagi|and abide by the Sewagi platform
1079|add-property/form-10|label-26|Ketentuan Penggunaan|Terms of Use
1080|add-property/form-10|label-27|dan|and
1081|add-property/form-10|label-28|Kebijakan Privasi|Privacy Policy
1082|add-property/form-10|label-29|TOLAK|DECLINE
1083|add-property/form-10|label-30|SETUJU|AGREE
1084|add-property/form-10|label-31|Yes! Iklan Anda telah dikirim|Yeay! Your listing has been submitted
1085|add-property/form-10|label-32|Kami akan mereview iklan Anda untuk memastikan bahwa semuanya baik sebelum mempublikasikannya dalam 1 hari kerja|We will review your listing to check if all is tip-top before publishing it online within one working day
1086|add-property/form-10|label-33|KE HALAMAN UTAMA|GO TO DASHBOARD
1087|add-property/form-10|label-34|Keamanan Pembayaran|Default Payment Safe
1088|add-property/form-10|label-35|Asuransi keamanan pembayaran Anda hanya akan aktif saat Anda berhasil menyewakan properti atau kamar via Sewagi.|Your Default Payment Safe insurance coverage, will only activate once you’ve successfully leased a property or bedroom via Sewagi.
1089|add-property/form-10|label-previous|Sebelumnya|Previous
1090|add-property/form-10|label-next|Selanjutnya|Next
1091|add-property/form-10|label-submit|Kirim|Submit
1092|user/profile|label-modal-image-1|Bagaimana Anda akan menambahkan foto?|How do you want to add your picture?
1093|user/profile|label-modal-image-2|Gunakan kamera|Use device camera
1094|user/profile|label-modal-image-3|Ambil dari berkas lokal|Browse from file
1095|user/profile|label-modal-image-4|Ambil foto profil|Take your profile picture
1096|user/profile|label-modal-image-5|Ambil lagi|Retake
1097|user/profile|label-modal-image-6|KIRIM FOTO|SUBMIT PICTURE
1098|user/profile|label-modal-email-1|Mohon masukkan alamat email baru|Please input your new email
1099|user/profile|label-modal-email-2|Kami telah mengirim tautan verifikasi ke|We've sent a verification link to
1100|user/profile|label-modal-phone-1|Mohon masukkan nomor telepon yang baru|Please input your new phone number
1101|user/profile|label-modal-phone-2|Lebih disukai jika memasukkan nomor Whatsapp yang aktif untuk kenyamanan kunjungan dan tawar menawar|Preferably input a valid WhatsApp phone number for tour and negotiation convenience
1102|user/profile|label-modal-phone-3|Kode verifikasi|Verification code
1103|user/profile|label-modal-phone-4|Pesan dengan kode verifikasi telah dikirim|A message with verification code has been sent
1104|user/profile|label-modal-phone-5|VERIFIKASIKAN KODE|VERIFY CODE
1105|user/profile|label-modal-phone-6|Tidak mendapatkan kode?|Didn't get the code?
1106|user/profile|label-modal-phone-7|Kirimkan kode baru?|Send a new code?
1107|user/profile|label-modal-phone-8|Tidak dapat memverifikasi kode|Unable to verify number
1108|user/profile|label-modal-phone-9|Kami tidak dapat memverifikasi nomor telepon|we couldn't verify the phone number
1109|user/profile|label-modal-phone-10|Kirim ulang OTP|Resend OTP
1110|user/profile|label-modal-phone-11|Ganti nomor telepon|Change phone number
1111|user/profile|label-digital-identity-1|Agar Sewagi tetap aman, dapat menggunakan tandatangan kontrak digital, memproses permintaan cicilan, kami butuh Anda agar menyediakan foto|To keep Sewagi secure, enable digital contract signatures and process installment requests, we’ll need you to provide us with a picture of your
1112|user/profile|label-digital-identity-2|Kami tidak akan memberikan dokumen tersebut ke pihak ketiga tanpa sepengetahuan Anda.|Your digital identity and all related documents are classified and protected. We won’t be communicating them to any third party without your consent
1113|user/profile|label-digital-identity-3|DOKUMEN IDENTITAS|IDENTITY DOCUMENT
1114|user/profile|label-digital-identity-4|Unggah kartu identitas/paspor|Upload your identity card/passport
1115|user/profile|label-digital-identity-5|Unggah swafoto/foto terbaru|Upload your selfie / current photo
1116|user/profile|label-digital-identity-6|KONFIRMASI IDENTITAS|CONFIRM IDENTITY
1117|user/profile|label-digital-identity-7|Maaf, peramban Anda tidak mendukung format SVG|Sorry, your browser does not support inline SVG
1118|user/profile|label-digital-identity-8|Kami sedang meninjau|We're reviewing your
1119|user/profile|label-digital-identity-9|Silakan duduk dan santai saja. Proses ini mungkin hanya sebentar.|Now sit back and relax. This process may take awhile
1120|user/profile|label-digital-identity-10|Silakan berselancar, Anda akan mendapatkan email notifikasi saat proses ini selesai.|Feel free to browse, you'll receive a dashboard and email notifications when it's done
1121|user/profile|label-digital-identity-11|Profil terkonfirmasi|Profile confirmed
1122|user/profile|label-digital-identity-12|Identitas digital Anda siap!|Your digital ID is all set!
1123|user/profile|label-digital-identity-13|DOKUMEN IDENTITAS|IDENTITY DOCUMENT
1124|user/profile|label-digital-identity-14|Kartu identitas/paspor|Identity card/passport
1125|user/profile|label-digital-identity-15|LAKUKAN LAGI|DO IT AGAIN
1126|user/profile|label-digital-identity-16|Bermasalah saat mengunggah dokumen verifikasi Anda?|Problems uploading your documents for verification?
1127|user/profile|label-digital-identity-17|Bagaimana Anda akan mengunggah KTP?|How do you want to upload your ID?
1128|user/profile|label-digital-identity-18|Gunakan kamera|Use device camera
1129|user/profile|label-digital-identity-19|Ambil foto KTP|Take a photo of your ID card
1130|user/profile|label-digital-identity-20|Mohon pastikan gambarnya tidak kabur serta dapat menampilkan wajah Anda dengan jelas|Please make sure that the image isn't blurry and clearly shows your face
1131|user/profile|label-digital-identity-21|Bagaimana Anda akan menambahkan swafoto?|How do you want to upload your selfie?
